Season,TeamID1,TeamID2,result,win_pct_A_1,win_pct_N_1,win_pct_H_1,win_pct_All_1,win_pct_A_2,win_pct_N_2,win_pct_H_2,win_pct_All_2,Score_A_1,relScore_A_1,Score_N_1,relScore_N_1,Score_H_1,relScore_H_1,Score_All_1,relScore_All_1,Score_A_2,relScore_A_2,Score_N_2,relScore_N_2,Score_H_2,relScore_H_2,Score_All_2,relScore_All_2,FGM_1,FGA_1,FGM3_1,FGA3_1,FTM_1,FTA_1,OR_1,DR_1,Ast_1,TO_1,Stl_1,Blk_1,PF_1,goal_rate_1,3p_goal_rate_1,ft_goal_rate_1,FGM_2,FGA_2,FGM3_2,FGA3_2,FTM_2,FTA_2,OR_2,DR_2,Ast_2,TO_2,Stl_2,Blk_2,PF_2,goal_rate_2,3p_goal_rate_2,ft_goal_rate_2,OrdinalRank_127_128_1,maxRank_127_128_1,RankMax_1,RankMin_1,RankStd_1,RankMean_1,RankTrans_50_51_to_127_128_1,RankTrans_15_16_to_127_128_1,OrdinalRank_127_128_2,maxRank_127_128_2,RankMax_2,RankMin_2,RankStd_2,RankMean_2,RankTrans_50_51_to_127_128_2,RankTrans_15_16_to_127_128_2,OrdinalRank_127_128_diff,year_x,rank_x,pyth_x,adjusto_x,adjusto_rank_x,adjustd_x,adjustd_rank_x,adjustt_x,adjustt_rank_x,luck_x,luck_rank_x,sos_pyth_x,sos_pyth_rank_x,sos_oppo_x,sos_oppo_rank_x,sos_oppd_x,sos_oppd_rank_x,ncsos_pyth_x,ncsos_pyth_rank_x,teamid_x_x,year_y,rank_y,pyth_y,adjusto_y,adjusto_rank_y,adjustd_y,adjustd_rank_y,adjustt_y,adjustt_rank_y,luck_y,luck_rank_y,sos_pyth_y,sos_pyth_rank_y,sos_oppo_y,sos_oppo_rank_y,sos_oppd_y,sos_oppd_rank_y,ncsos_pyth_y,ncsos_pyth_rank_y,teamid_x_y
2003,1266,1338,1,0.7,0.5,0.9375,0.8214285714285714,0.6363636363636364,1.0,1.0,0.8666666666666667,75.0,2.5,74.5,2.5,81.0,16.875,78.39285714285714,10.714285714285714,71.72727272727273,6.0,67.33333333333333,13.0,77.9375,23.0,74.6,15.766666666666667,27.214285714285715,56.25,5.7857142857142865,15.25,18.178571428571427,23.607142857142854,13.107142857142858,24.07142857142857,16.321428571428573,13.571428571428573,6.0,3.6428571428571432,18.642857142857142,0.4846751208114754,0.391267421641703,0.7785027349973659,26.86666666666667,53.5,6.366666666666666,17.766666666666666,14.5,22.8,11.3,25.36666666666667,17.766666666666666,15.1,8.066666666666666,4.1,17.966666666666665,0.5020716416970419,0.3653420210481053,0.6398411778482189,0.048929663608562685,327.0,54.0,15.0,15.305676602611735,31.42857142857143,-0.06422018348623854,-1.0,0.01529051987767584,327.0,11.0,5.0,2.3346411823981543,7.7142857142857135,-0.006116207951070336,-1.0,0.03363914373088685,2003,15,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,1266.0,2003,3,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,1338.0
2003,1277,1268,1,0.3333333333333333,0.3333333333333333,0.875,0.6129032258064516,0.5,0.25,0.875,0.6785714285714286,61.555555555555564,-4.888888888888889,63.33333333333334,3.0,71.875,13.75,67.2258064516129,6.258064516129032,72.375,0.375,76.5,-4.75,86.0625,25.375,80.78571428571429,13.928571428571427,23.032258064516128,51.096774193548384,4.903225806451613,13.387096774193546,16.258064516129032,22.12903225806452,10.677419354838712,24.258064516129032,13.612903225806454,14.548387096774194,6.387096774193548,3.7096774193548394,20.032258064516128,0.4542346169030538,0.3644248750314669,0.7149091364228282,29.42857142857143,63.35714285714285,6.75,16.964285714285715,15.178571428571427,21.571428571428577,13.75,26.75,18.892857142857142,14.107142857142858,10.892857142857142,6.607142857142858,19.0,0.4654283320063975,0.4007796450686765,0.6885938186817135,0.05504587155963303,327.0,32.0,15.0,4.127101529277786,21.571428571428577,-0.006116207951070332,-1.0,0.012232415902140671,327.0,9.0,2.0,1.8397324220156,5.0,0.0,-1.0,0.04281345565749236,2003,19,20.26,110.1,43,89.9,12,63.6,286,-0.05,280,10.11,13,107.3,12,97.2,13,3.2,83,1277.0,2003,13,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282,1268.0
2003,1328,1139,1,0.625,0.6666666666666666,0.9375,0.8,0.6666666666666666,1.0,1.0,0.8275862068965517,64.875,1.5,59.5,1.8333333333333333,78.6875,19.1875,71.16666666666667,11.0,67.93333333333334,3.8,62.66666666666666,8.333333333333334,71.0909090909091,12.727272727272727,68.58620689655173,7.655172413793102,25.266666666666666,56.53333333333333,7.466666666666668,18.966666666666665,13.166666666666664,18.6,12.133333333333333,24.966666666666665,14.166666666666664,11.8,6.933333333333334,3.7666666666666666,18.6,0.4462205360376688,0.39122502861700603,0.7143507335830065,24.068965517241377,50.6551724137931,8.482758620689655,21.86206896551724,11.965517241379311,16.551724137931036,7.827586206896553,20.379310344827584,12.965517241379311,10.413793103448276,6.344827586206898,1.862068965517241,16.06896551724138,0.4777294833854439,0.3907223783444501,0.7152246250659385,0.027522935779816515,327.0,9.0,4.0,1.805060042835628,6.2142857142857135,0.012232415902140676,-1.0,0.1926605504587156,327.0,64.0,28.0,12.666473875533015,48.85714285714285,0.1070336391437309,-1.0,-0.1651376146788991,2003,9,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214,1328.0,2003,31,16.09,115.4,11,99.3,110,58.6,325,0.073,24,4.1,91,104.5,95,100.4,94,1.84,112,1139.0
2003,1393,1120,1,0.6666666666666666,0.3333333333333333,1.0,0.8275862068965517,0.375,0.6,0.7647058823529411,0.6333333333333333,73.8888888888889,0.7777777777777778,68.0,-5.0,85.52941176470588,17.88235294117647,80.10344827586206,10.20689655172414,63.125,-8.0,70.2,1.4,73.3529411764706,11.352941176470587,70.1,4.533333333333333,29.24137931034483,62.206896551724135,5.241379310344827,15.862068965517242,16.379310344827587,23.62068965517241,14.310344827586205,26.896551724137932,14.965517241379311,13.620689655172415,8.310344827586206,7.275862068965517,16.586206896551722,0.4721131205008541,0.33913370667267323,0.6878244393904428,25.7,54.7,5.633333333333334,16.333333333333332,13.066666666666665,19.733333333333334,11.933333333333335,22.566666666666666,13.4,15.9,8.033333333333333,4.966666666666667,16.366666666666667,0.470055445400917,0.35566217309335496,0.6526626912188535,0.06116207951070336,327.0,57.0,16.0,10.373253858090797,31.285714285714285,-0.039755351681957186,-1.0,0.14067278287461776,327.0,46.0,27.0,7.782764841072134,35.57142857142857,0.0,-1.0,-0.07951070336391437,2003,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,1393.0,2003,46,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267,1120.0
2003,1400,1163,1,0.5555555555555556,0.6,1.0,0.7857142857142857,0.4545454545454545,0.6666666666666666,0.875,0.7,79.77777777777777,1.8888888888888888,85.6,2.8,75.85714285714286,18.142857142857142,78.85714285714286,10.178571428571429,75.18181818181819,2.272727272727273,73.0,2.6666666666666665,84.6875,14.125,80.03333333333333,8.633333333333333,28.0,62.42857142857143,5.857142857142858,16.785714285714285,17.0,23.785714285714285,16.178571428571427,26.142857142857146,14.5,13.428571428571427,6.392857142857142,3.8571428571428568,20.357142857142858,0.4489401381464289,0.3492078469562822,0.7156421549513592,29.53333333333333,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.7333333333333325,18.4,0.47488704692575395,0.38692733762998943,0.6698859424330409,0.024464831804281342,327.0,22.0,8.0,4.195759240518407,12.714285714285715,-0.024464831804281342,-1.0,0.0672782874617737,327.0,30.0,10.0,6.501479121648455,19.5,0.030581039755351674,-1.0,-0.04281345565749235,2003,7,23.49,119.3,3,95.8,58,69.4,67,-0.009000000000000001,188,10.36,9,107.1,16,96.7,7,2.16,104,1400.0,2003,22,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237,1163.0
2003,1242,1112,1,0.7777777777777778,0.42857142857142855,0.9285714285714286,0.7666666666666667,0.9166666666666666,0.0,0.9333333333333332,0.8928571428571429,76.33333333333333,12.555555555555555,77.0,7.142857142857142,86.7142857142857,20.428571428571427,81.33333333333333,14.966666666666667,82.41666666666667,12.0,89.0,-7.0,87.2,18.8,85.21428571428571,14.964285714285715,30.23333333333333,62.3,4.8,14.133333333333333,16.066666666666666,24.13333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,0.4873331904671726,0.34064319537145626,0.6616312643479461,30.32142857142857,65.71428571428571,7.0357142857142865,20.071428571428573,17.535714285714285,25.0,15.178571428571427,27.642857142857146,17.642857142857142,14.785714285714285,8.464285714285714,4.214285714285714,17.75,0.4635626062259006,0.35106036156227977,0.7011537803069258,0.006116207951070336,327.0,3.0,1.0,0.7559289460184545,1.5714285714285714,0.0,-1.0,0.009174311926605505,327.0,4.0,1.0,0.8254203058555569,2.7142857142857144,0.0,-1.0,-0.003058103975535169,2003,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,1242.0,2003,4,26.8,115.6,10,88.8,8,72.7,11,-0.006999999999999999,181,8.69,31,107.2,14,98.5,52,8.19,26,1112.0
2003,1266,1246,1,0.7,0.5,0.9375,0.8214285714285714,0.9090909090909092,0.875,0.9230769230769232,0.90625,75.0,2.5,74.5,2.5,81.0,16.875,78.39285714285714,10.714285714285714,74.9090909090909,10.818181818181818,74.875,8.75,81.38461538461539,18.53846153846154,77.53125,13.4375,27.214285714285715,56.25,5.7857142857142865,15.25,18.178571428571427,23.607142857142854,13.107142857142858,24.07142857142857,16.321428571428573,13.571428571428573,6.0,3.6428571428571432,18.642857142857142,0.4846751208114754,0.391267421641703,0.7785027349973659,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375,0.4871303953717752,0.3490990043310869,0.709655211099537,0.048929663608562685,327.0,54.0,15.0,15.305676602611735,31.42857142857143,-0.06422018348623854,-1.0,0.003058103975535168,327.0,20.0,1.0,6.573339425953236,8.142857142857142,-0.03058103975535168,-1.0,0.045871559633027525,2003,15,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,1266.0,2003,1,29.18,116.5,5,87.4,4,67.7,132,0.051,53,11.2,4,108.6,3,97.4,16,6.77,33,1246.0
2003,1393,1328,1,0.6666666666666666,0.3333333333333333,1.0,0.8275862068965517,0.625,0.6666666666666666,0.9375,0.8,73.8888888888889,0.7777777777777778,68.0,-5.0,85.52941176470588,17.88235294117647,80.10344827586206,10.20689655172414,64.875,1.5,59.5,1.8333333333333333,78.6875,19.1875,71.16666666666667,11.0,29.24137931034483,62.206896551724135,5.241379310344827,15.862068965517242,16.379310344827587,23.62068965517241,14.310344827586205,26.896551724137932,14.965517241379311,13.620689655172415,8.310344827586206,7.275862068965517,16.586206896551722,0.4721131205008541,0.33913370667267323,0.6878244393904428,25.266666666666666,56.53333333333333,7.466666666666668,18.966666666666665,13.166666666666664,18.6,12.133333333333333,24.966666666666665,14.166666666666664,11.8,6.933333333333334,3.7666666666666666,18.6,0.4462205360376688,0.39122502861700603,0.7143507335830065,0.06116207951070336,327.0,57.0,16.0,10.373253858090797,31.285714285714285,-0.039755351681957186,-1.0,0.027522935779816515,327.0,9.0,4.0,1.805060042835628,6.2142857142857135,0.012232415902140676,-1.0,0.03363914373088685,2003,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,1393.0,2003,9,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214,1328.0
2003,1400,1277,1,0.5555555555555556,0.6,1.0,0.7857142857142857,0.3333333333333333,0.3333333333333333,0.875,0.6129032258064516,79.77777777777777,1.8888888888888888,85.6,2.8,75.85714285714286,18.142857142857142,78.85714285714286,10.178571428571429,61.555555555555564,-4.888888888888889,63.33333333333334,3.0,71.875,13.75,67.2258064516129,6.258064516129032,28.0,62.42857142857143,5.857142857142858,16.785714285714285,17.0,23.785714285714285,16.178571428571427,26.142857142857146,14.5,13.428571428571427,6.392857142857142,3.8571428571428568,20.357142857142858,0.4489401381464289,0.3492078469562822,0.7156421549513592,23.032258064516128,51.096774193548384,4.903225806451613,13.387096774193546,16.258064516129032,22.12903225806452,10.677419354838712,24.258064516129032,13.612903225806454,14.548387096774194,6.387096774193548,3.7096774193548394,20.032258064516128,0.4542346169030538,0.3644248750314669,0.7149091364228282,0.024464831804281342,327.0,22.0,8.0,4.195759240518407,12.714285714285715,-0.024464831804281342,-1.0,0.05504587155963303,327.0,32.0,15.0,4.127101529277786,21.571428571428577,-0.006116207951070332,-1.0,-0.03058103975535168,2003,7,23.49,119.3,3,95.8,58,69.4,67,-0.009000000000000001,188,10.36,9,107.1,16,96.7,7,2.16,104,1400.0,2003,19,20.26,110.1,43,89.9,12,63.6,286,-0.05,280,10.11,13,107.3,12,97.2,13,3.2,83,1277.0
2003,1242,1266,1,0.7777777777777778,0.42857142857142855,0.9285714285714286,0.7666666666666667,0.7,0.5,0.9375,0.8214285714285714,76.33333333333333,12.555555555555555,77.0,7.142857142857142,86.7142857142857,20.428571428571427,81.33333333333333,14.966666666666667,75.0,2.5,74.5,2.5,81.0,16.875,78.39285714285714,10.714285714285714,30.23333333333333,62.3,4.8,14.133333333333333,16.066666666666666,24.13333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,0.4873331904671726,0.34064319537145626,0.6616312643479461,27.214285714285715,56.25,5.7857142857142865,15.25,18.178571428571427,23.607142857142854,13.107142857142858,24.07142857142857,16.321428571428573,13.571428571428573,6.0,3.6428571428571432,18.642857142857142,0.4846751208114754,0.391267421641703,0.7785027349973659,0.006116207951070336,327.0,3.0,1.0,0.7559289460184545,1.5714285714285714,0.0,-1.0,0.048929663608562685,327.0,54.0,15.0,15.305676602611735,31.42857142857143,-0.06422018348623854,-1.0,-0.04281345565749235,2003,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,1242.0,2003,15,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,1266.0
2003,1393,1400,1,0.6666666666666666,0.3333333333333333,1.0,0.8275862068965517,0.5555555555555556,0.6,1.0,0.7857142857142857,73.8888888888889,0.7777777777777778,68.0,-5.0,85.52941176470588,17.88235294117647,80.10344827586206,10.20689655172414,79.77777777777777,1.8888888888888888,85.6,2.8,75.85714285714286,18.142857142857142,78.85714285714286,10.178571428571429,29.24137931034483,62.206896551724135,5.241379310344827,15.862068965517242,16.379310344827587,23.62068965517241,14.310344827586205,26.896551724137932,14.965517241379311,13.620689655172415,8.310344827586206,7.275862068965517,16.586206896551722,0.4721131205008541,0.33913370667267323,0.6878244393904428,28.0,62.42857142857143,5.857142857142858,16.785714285714285,17.0,23.785714285714285,16.178571428571427,26.142857142857146,14.5,13.428571428571427,6.392857142857142,3.8571428571428568,20.357142857142858,0.4489401381464289,0.3492078469562822,0.7156421549513592,0.06116207951070336,327.0,57.0,16.0,10.373253858090797,31.285714285714285,-0.039755351681957186,-1.0,0.024464831804281342,327.0,22.0,8.0,4.195759240518407,12.714285714285715,-0.024464831804281342,-1.0,0.03669724770642202,2003,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,1393.0,2003,7,23.49,119.3,3,95.8,58,69.4,67,-0.009000000000000001,188,10.36,9,107.1,16,96.7,7,2.16,104,1400.0
2003,1393,1242,1,0.6666666666666666,0.3333333333333333,1.0,0.8275862068965517,0.7777777777777778,0.42857142857142855,0.9285714285714286,0.7666666666666667,73.8888888888889,0.7777777777777778,68.0,-5.0,85.52941176470588,17.88235294117647,80.10344827586206,10.20689655172414,76.33333333333333,12.555555555555555,77.0,7.142857142857142,86.7142857142857,20.428571428571427,81.33333333333333,14.966666666666667,29.24137931034483,62.206896551724135,5.241379310344827,15.862068965517242,16.379310344827587,23.62068965517241,14.310344827586205,26.896551724137932,14.965517241379311,13.620689655172415,8.310344827586206,7.275862068965517,16.586206896551722,0.4721131205008541,0.33913370667267323,0.6878244393904428,30.23333333333333,62.3,4.8,14.133333333333333,16.066666666666666,24.13333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,0.4873331904671726,0.34064319537145626,0.6616312643479461,0.06116207951070336,327.0,57.0,16.0,10.373253858090797,31.285714285714285,-0.039755351681957186,-1.0,0.006116207951070336,327.0,3.0,1.0,0.7559289460184545,1.5714285714285714,0.0,-1.0,0.055045871559633024,2003,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,1393.0,2003,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,1242.0
2004,1197,1250,1,0.2,1.0,0.6666666666666666,0.4666666666666667,0.35714285714285715,1.0,0.9166666666666666,0.6428571428571429,69.66666666666667,-8.733333333333333,65.0,6.666666666666668,76.91666666666667,4.583333333333333,72.1,-1.8666666666666667,63.0,-3.1428571428571432,61.0,8.5,70.0,7.333333333333332,65.85714285714286,2.1785714285714284,23.066666666666666,55.76666666666666,8.466666666666667,24.4,17.5,24.53333333333333,11.433333333333335,22.53333333333333,12.7,16.933333333333334,8.333333333333334,1.6,21.9,0.41904532733768335,0.3471910412629278,0.7168626413807828,22.75,53.964285714285715,6.142857142857142,17.75,14.214285714285715,19.821428571428573,11.178571428571427,24.42857142857143,12.5,14.642857142857142,7.178571428571429,3.321428571428572,18.857142857142858,0.4265728213687332,0.3481770538996565,0.7364542545741432,0.8404907975460123,326.0,281.0,254.0,9.186205072627308,269.25,0.039877300613496924,-1.0,0.6625766871165644,326.0,267.0,198.0,24.859605789312106,236.0,-0.11042944785276076,-1.0,0.17791411042944796,2004,256,-9.35,98.9,239,108.3,257,70.9,15,0.005,156,-9.84,306,96.9,305,106.7,293,1.67,120,1197.0,2004,240,-7.01,97.7,259,104.7,185,63.4,257,0.055,46,-11.5,314,95.4,316,106.9,298,-9.88,316,1250.0
2004,1104,1356,1,0.4,0.5,0.7333333333333333,0.5862068965517241,0.8461538461538461,0.5,0.9285714285714286,0.8620689655172413,64.7,-4.8,76.5,6.25,76.06666666666666,10.733333333333333,72.20689655172414,4.758620689655173,70.46153846153847,5.0769230769230775,83.5,10.0,70.28571428571429,11.214285714285712,71.27586206896551,8.379310344827585,24.896551724137932,55.0,7.137931034482759,18.620689655172416,15.275862068965518,21.86206896551724,11.310344827586205,24.0,11.862068965517242,13.275862068965518,6.448275862068965,3.103448275862069,18.344827586206893,0.4520817114871709,0.3848005297111271,0.7027646225443134,26.310344827586214,59.17241379310346,5.965517241379311,18.13793103448276,12.689655172413795,18.448275862068964,13.20689655172414,22.20689655172414,14.10344827586207,12.06896551724138,10.275862068965518,3.103448275862069,19.379310344827584,0.4455241409576277,0.32351241231752603,0.6807488067684712,0.10736196319018404,326.0,55.0,30.0,6.8947718445122455,41.083333333333336,-0.061349693251533735,-1.0,0.1901840490797546,326.0,69.0,47.0,6.840166576032982,55.66666666666666,-0.0214723926380368,-1.0,-0.08282208588957056,2004,29,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,1104.0,2004,42,14.33,109.1,70,94.8,29,65.2,188,0.046,62,2.54,113,105.1,107,102.5,134,2.25,103,1356.0
2004,1163,1436,1,0.6,0.8,0.9444444444444444,0.8181818181818182,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7333333333333333,75.3,4.3,69.6,8.8,83.83333333333333,22.944444444444446,79.0909090909091,15.151515151515152,61.93333333333333,-2.8,57.33333333333334,6.0,74.25,12.75,66.4,4.3,30.12121212121212,62.63636363636363,6.393939393939394,15.969696969696967,12.454545454545455,20.21212121212121,15.303030303030305,29.484848484848484,18.24242424242424,13.787878787878787,6.151515151515151,8.727272727272727,16.060606060606062,0.4805380246000618,0.3966686750978041,0.6243873341917867,23.83333333333333,55.93333333333333,6.4,19.5,12.333333333333336,18.166666666666668,11.633333333333333,24.9,14.566666666666665,12.566666666666665,7.0,2.8666666666666667,15.266666666666667,0.4282308441582277,0.3243570852951657,0.6879118556347985,0.009202453987730062,326.0,4.0,2.0,0.6741998624632421,2.5,0.0,-1.0,0.5460122699386503,326.0,214.0,164.0,12.24373680332483,186.5,-0.027607361963190247,-1.0,-0.5368098159509203,2004,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,1163.0,2004,172,-1.37,101.0,199,102.4,154,63.9,239,0.113,4,-8.08,284,97.4,295,105.5,244,-2.5,229,1436.0
2004,1177,1173,1,0.6363636363636364,0.75,0.7333333333333333,0.7,0.5454545454545454,1.0,0.8333333333333334,0.75,67.0909090909091,-1.0909090909090908,73.0,8.0,73.06666666666666,5.066666666666666,70.86666666666666,3.2,67.18181818181819,-0.3636363636363637,80.0,11.333333333333336,66.44444444444444,5.222222222222221,67.96875,3.875,25.63333333333333,54.56666666666667,5.1,14.066666666666665,14.5,20.6,12.066666666666665,23.766666666666666,13.733333333333333,13.433333333333335,5.7,2.3666666666666667,17.4,0.4716853144910482,0.36267359589728015,0.7004401836356038,23.53125,52.09375,6.375,19.5,14.53125,21.6875,12.21875,25.78125,14.9375,14.28125,4.53125,2.84375,17.09375,0.4566627872748504,0.3295054358510037,0.6628556151548254,0.15030674846625766,326.0,109.0,49.0,17.078029479687956,82.25,-0.10736196319018408,-1.0,0.19325153374233128,326.0,65.0,45.0,5.7702213601780095,58.25,0.05521472392638036,-1.0,-0.04294478527607362,2004,58,11.36,113.0,33,101.6,132,63.2,267,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180,1177.0,2004,74,9.75,108.1,80,98.4,71,62.2,289,0.084,23,3.26,106,105.6,91,102.3,124,-1.55,205,1173.0
2004,1181,1106,1,0.8,0.7142857142857143,0.9333333333333332,0.84375,0.35714285714285715,0.8,0.6363636363636364,0.5333333333333333,78.4,9.5,81.57142857142857,10.857142857142858,79.8,20.133333333333333,79.75,14.78125,59.42857142857143,-5.5,62.8,6.4,63.36363636363637,6.363636363636362,61.43333333333333,0.8333333333333334,27.5625,58.46875,7.1875,19.53125,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,0.4731488366768566,0.3718264559205909,0.7243751075240066,20.566666666666666,48.73333333333333,5.533333333333332,16.566666666666666,14.766666666666667,22.466666666666665,11.7,22.766666666666666,10.266666666666667,17.2,7.066666666666666,3.1333333333333333,18.7,0.42527324991271503,0.3505229273557946,0.6609117667367692,0.003067484662576687,326.0,2.0,1.0,0.2886751345948129,1.0833333333333333,-0.003067484662576687,-1.0,0.8251533742331288,326.0,312.0,269.0,12.388594461329033,295.75,-0.06134969325153373,-1.0,-0.8220858895705522,2004,1,32.33,120.8,2,88.5,3,67.7,94,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,1181.0,2004,266,-10.72,93.8,295,104.5,180,61.4,304,0.023,108,-12.06,320,94.6,320,106.7,292,0.53,148,1106.0
2004,1211,1434,1,1.0,0.6,1.0,0.9310344827586208,0.4,0.75,0.6666666666666666,0.5862068965517241,79.63636363636364,15.090909090909092,79.8,4.0,85.61538461538461,22.30769230769231,82.34482758620689,16.413793103448278,71.3,-4.8,77.25,0.5,71.6,4.666666666666667,72.27586206896551,0.8275862068965517,29.03448275862069,56.379310344827594,6.517241379310344,15.724137931034482,17.758620689655174,23.48275862068965,11.551724137931034,27.931034482758623,18.206896551724142,13.551724137931034,6.275862068965517,3.7931034482758617,15.93103448275862,0.5202160577716565,0.41861034480481335,0.7558408166320348,24.75862068965517,55.75862068965517,5.275862068965517,16.862068965517242,17.482758620689655,24.58620689655172,11.89655172413793,26.517241379310345,15.413793103448276,16.17241379310345,6.655172413793102,3.2758620689655173,22.517241379310345,0.4477103950851752,0.3097483351656536,0.7113140004464958,0.06441717791411042,326.0,21.0,11.0,2.9387690682262937,15.5,0.015337423312883437,-1.0,0.4110429447852761,326.0,158.0,115.0,11.828317332109876,140.5,0.05828220858895705,-1.0,-0.34662576687116564,2004,7,25.34,120.8,3,95.5,36,66.6,128,0.013,136,3.28,105,105.5,94,102.2,116,7.0,23,1211.0,2004,152,0.53,100.1,212,99.6,96,69.2,47,0.068,33,-1.31,189,104.7,118,106.0,267,0.85,139,1434.0
2004,1264,1196,1,0.7272727272727273,1.0,0.8666666666666667,0.8275862068965517,0.4444444444444444,0.8333333333333334,0.7333333333333333,0.6666666666666666,74.0,9.090909090909092,72.33333333333333,9.0,75.0,12.6,74.34482758620689,10.89655172413793,70.1111111111111,-2.7777777777777777,74.33333333333333,7.0,82.13333333333334,14.533333333333333,76.96666666666667,7.833333333333332,24.37931034482759,55.206896551724135,5.758620689655173,15.655172413793107,19.82758620689655,26.103448275862068,12.172413793103447,22.689655172413797,10.79310344827586,13.0,9.448275862068966,4.172413793103448,20.310344827586206,0.44171175744586894,0.37704362319767465,0.7495961292724764,26.93333333333333,55.8,8.2,21.6,14.9,19.8,10.233333333333333,24.93333333333333,16.266666666666666,14.666666666666664,6.533333333333332,3.1333333333333333,18.866666666666667,0.4822864103206786,0.3863284634074557,0.7451384724333282,0.22085889570552147,326.0,91.0,55.0,10.24658110017308,75.41666666666667,-0.05828220858895705,-1.0,0.0705521472392638,326.0,23.0,9.0,4.1660605619770585,15.916666666666664,0.027607361963190174,-1.0,0.1503067484662577,2004,48,13.38,109.1,71,95.7,38,65.0,194,0.012,139,-1.77,193,103.2,177,105.0,220,1.31,130,1264.0,2004,25,18.26,116.9,12,98.6,78,65.9,162,-0.023,222,9.6,13,107.9,24,98.3,11,0.08,163,1196.0
2004,1268,1431,1,0.4444444444444444,0.6,0.75,0.6333333333333333,0.5454545454545454,0.6666666666666666,0.9333333333333332,0.7586206896551724,72.77777777777777,-4.111111111111111,82.4,-0.6,78.375,13.0,77.36666666666666,5.6,66.81818181818181,-4.363636363636363,69.0,4.333333333333333,83.13333333333334,18.266666666666666,75.48275862068967,8.241379310344827,28.066666666666666,63.66666666666666,5.133333333333334,15.333333333333336,16.1,25.7,15.766666666666667,25.73333333333333,14.033333333333333,15.133333333333333,8.733333333333333,6.7666666666666675,19.5,0.4435616003030577,0.34390375526245104,0.6214408237950996,25.655172413793107,54.51724137931034,6.0,15.862068965517242,18.17241379310345,24.344827586206893,10.275862068965518,24.068965517241377,16.275862068965516,13.551724137931034,7.0,2.6206896551724137,17.06896551724138,0.4714748300185133,0.3693222923003003,0.7382686007703549,0.08282208588957055,326.0,31.0,23.0,2.6671401094873817,26.75,-0.006134969325153381,-1.0,0.2852760736196319,326.0,148.0,76.0,19.424094690498567,100.25,-0.16871165644171776,-1.0,-0.20245398773006135,2004,22,19.81,110.9,52,91.1,10,71.1,12,-0.009000000000000001,189,14.09,1,112.1,1,98.0,8,-1.13,192,1268.0,2004,41,14.69,112.5,36,97.8,61,68.2,76,0.046,61,4.31,92,104.2,133,99.9,38,-6.38,284,1431.0
